,Unnamed: 0,frame,type,index,x,y
350,350,5,left_arm,19,0.6653604836349397,1.2744877541402393
351,351,5,left_arm,21,0.6584108483487711,1.2392388276807786
352,352,5,left_arm,23,0.5933475555850103,1.1798533748025668
353,353,5,right_arm,12,0.32448852073466783,0.5350904626606524
354,354,5,right_arm,14,0.25105293141220913,0.869902634813318
355,355,5,right_arm,16,0.2891059417764151,1.119796363727941
356,356,5,right_arm,18,0.30694308208745447,1.2026478167412629
357,357,5,right_arm,20,0.32392164357620956,1.1693961937554214
358,358,5,right_arm,22,0.3278650875435177,1.148746968135914
359,359,5,right_arm,24,0.36764301077770756,1.1671411038372719
360,360,5,left_hand,0,,
361,361,5,left_hand,1,,
362,362,5,left_hand,2,,
363,363,5,left_hand,3,,
364,364,5,left_hand,4,,
365,365,5,left_hand,5,,
366,366,5,left_hand,6,,
367,367,5,left_hand,7,,
368,368,5,left_hand,8,,
369,369,5,left_hand,9,,
370,370,5,left_hand,10,,
371,371,5,left_hand,11,,
372,372,5,left_hand,12,,
373,373,5,left_hand,13,,
374,374,5,left_hand,14,,
375,375,5,left_hand,15,,
376,376,5,left_hand,16,,
377,377,5,left_hand,17,,
378,378,5,left_hand,18,,
379,379,5,left_hand,19,,
380,380,5,left_hand,20,,
381,381,5,right_hand,0,,
382,382,5,right_hand,1,,
383,383,5,right_hand,2,,
384,384,5,right_hand,3,,
385,385,5,right_hand,4,,
386,386,5,right_hand,5,,
387,387,5,right_hand,6,,
388,388,5,right_hand,7,,
389,389,5,right_hand,8,,
390,390,5,right_hand,9,,
391,391,5,right_hand,10,,
392,392,5,right_hand,11,,
393,393,5,right_hand,12,,
394,394,5,right_hand,13,,
395,395,5,right_hand,14,,
396,396,5,right_hand,15,,
397,397,5,right_hand,16,,
398,398,5,right_hand,17,,
399,399,5,right_hand,18,,
400,400,5,right_hand,19,,
401,401,5,right_hand,20,,
402,402,6,left_head,1,0.523817441205892,0.23794470660502448
403,403,6,left_head,2,0.5409535721002597,0.2354259411998443
404,404,6,left_head,3,0.5472109503019903,0.2465685839878427
405,405,6,left_head,7,0.5644547331267905,0.28209132476189946
406,406,6,left_head,9,0.5301446017289886,0.3331593015017505
407,407,6,right_head,0,0.5078046604781002,0.269969992219995
408,408,6,right_head,4,0.47549640889931216,0.23974843331056905
409,409,6,right_head,5,0.45681490154899673,0.23647145716391224
410,410,6,right_head,6,0.4430933687112887,0.24183752332053796
411,411,6,right_head,8,0.4098031625087174,0.27132603972935126
412,412,6,right_head,10,0.46724189659673676,0.3271691848430519
413,413,6,left_arm,11,0.6602147246617848,0.5624890676106453
414,414,6,left_arm,13,0.7002015254078593,0.9256223504729076
415,415,6,left_arm,15,0.6699930743281604,1.183202579289124
416,416,6,left_arm,17,0.6842044886833298,1.2812505081085206
417,417,6,left_arm,19,0.66836919578703,1.2715511834436442
418,418,6,left_arm,21,0.6469619368090523,1.2332680694006488
419,419,6,left_arm,23,0.5871190892625258,1.183978628344818
420,420,6,right_arm,12,0.31664735215576717,0.5459123305521116
421,421,6,right_arm,14,0.24621798828762043,0.8962797203067567
422,422,6,right_arm,16,0.29567070617905433,1.1279015197324265
423,423,6,right_arm,18,0.3057189200635515,1.2183661709580782
424,424,6,right_arm,20,0.31967370059356515,1.1933248578665487
425,425,6,right_arm,22,0.3302942352341689,1.1630079470742116
426,426,6,right_arm,24,0.35398446994462335,1.176122848997023
427,427,6,left_hand,0,,
428,428,6,left_hand,1,,
429,429,6,left_hand,2,,
430,430,6,left_hand,3,,
431,431,6,left_hand,4,,
432,432,6,left_hand,5,,
433,433,6,left_hand,6,,
434,434,6,left_hand,7,,
435,435,6,left_hand,8,,
436,436,6,left_hand,9,,
437,437,6,left_hand,10,,
438,438,6,left_hand,11,,
439,439,6,left_hand,12,,
440,440,6,left_hand,13,,
441,441,6,left_hand,14,,
442,442,6,left_hand,15,,
443,443,6,left_hand,16,,
444,444,6,left_hand,17,,
445,445,6,left_hand,18,,
446,446,6,left_hand,19,,
447,447,6,left_hand,20,,
448,448,6,right_hand,0,,
449,449,6,right_hand,1,,
450,450,6,right_hand,2,,
451,451,6,right_hand,3,,
452,452,6,right_hand,4,,
453,453,6,right_hand,5,,
454,454,6,right_hand,6,,
455,455,6,right_hand,7,,
456,456,6,right_hand,8,,
457,457,6,right_hand,9,,
458,458,6,right_hand,10,,
459,459,6,right_hand,11,,
460,460,6,right_hand,12,,
461,461,6,right_hand,13,,
462,462,6,right_hand,14,,
463,463,6,right_hand,15,,
464,464,6,right_hand,16,,
465,465,6,right_hand,17,,
466,466,6,right_hand,18,,
467,467,6,right_hand,19,,
468,468,6,right_hand,20,,
469,469,7,left_head,1,0.5209609046789181,0.2379487786723782
470,470,7,left_head,2,0.5282298715708319,0.24117471811430663
471,471,7,left_head,3,0.5473884770697343,0.2506580117775127
472,472,7,left_head,7,0.5713360202206853,0.27164165200496126
473,473,7,left_head,9,0.5207566954211278,0.3371044630669446
474,474,7,right_head,0,0.495239493278202,0.27966104349859533
475,475,7,right_head,4,0.46439434156649995,0.2281084729787642
476,476,7,right_head,5,0.4568775831552538,0.23682497596424434
477,477,7,right_head,6,0.43811283876428897,0.23505490489253594
478,478,7,right_head,8,0.4110668849610634,0.2747981847164899
479,479,7,right_head,10,0.4655240452455159,0.3406167211566141
480,480,7,left_arm,11,0.6662059707631312,0.5695050704259904
481,481,7,left_arm,13,0.6996149312497231,0.9225659769143819
482,482,7,left_arm,15,0.6841055099594364,1.20276029042397
483,483,7,left_arm,17,0.6823287845022089,1.2982821970507892
484,484,7,left_arm,19,0.6581958439305128,1.280393226537843
485,485,7,left_arm,21,0.6530373547000187,1.2440578388860009
486,486,7,left_arm,23,0.579838771352895,1.1931020764043938
487,487,7,right_arm,12,0.3155872195959767,0.5448667377128414
488,488,7,right_arm,14,0.2570425087715216,0.8960314681784719
489,489,7,right_arm,16,0.29100737218068234,1.1322440153248978
490,490,7,right_arm,18,0.3114911150427928,1.2387074879613746
491,491,7,right_arm,20,0.333195115054701,1.204098372794249
492,492,7,right_arm,22,0.33020019575669846,1.165935525377209
493,493,7,right_arm,24,0.36262332062713154,1.1797253680228035
494,494,7,left_hand,0,,
495,495,7,left_hand,1,,
496,496,7,left_hand,2,,
497,497,7,left_hand,3,,
498,498,7,left_hand,4,,
499,499,7,left_hand,5,,
500,500,7,left_hand,6,,
501,501,7,left_hand,7,,
502,502,7,left_hand,8,,
503,503,7,left_hand,9,,
504,504,7,left_hand,10,,
505,505,7,left_hand,11,,
506,506,7,left_hand,12,,
507,507,7,left_hand,13,,
508,508,7,left_hand,14,,
509,509,7,left_hand,15,,
510,510,7,left_hand,16,,
511,511,7,left_hand,17,,
512,512,7,left_hand,18,,
513,513,7,left_hand,19,,
514,514,7,left_hand,20,,
515,515,7,right_hand,0,,
516,516,7,right_hand,1,,
517,517,7,right_hand,2,,
518,518,7,right_hand,3,,
519,519,7,right_hand,4,,
520,520,7,right_hand,5,,
521,521,7,right_hand,6,,
522,522,7,right_hand,7,,
523,523,7,right_hand,8,,
524,524,7,right_hand,9,,
525,525,7,right_hand,10,,
526,526,7,right_hand,11,,
527,527,7,right_hand,12,,
528,528,7,right_hand,13,,
529,529,7,right_hand,14,,
530,530,7,right_hand,15,,
531,531,7,right_hand,16,,
532,532,7,right_hand,17,,
533,533,7,right_hand,18,,
534,534,7,right_hand,19,,
535,535,7,right_hand,20,,
536,536,8,left_head,1,0.5231960951374689,0.236314429694071
537,537,8,left_head,2,0.5291838164292416,0.24567824337197208
538,538,8,left_head,3,0.5436631292825699,0.25362806452154363
539,539,8,left_head,7,0.5711472507443414,0.27465880124907743
540,540,8,left_head,9,0.531906680228194,0.32793771773103325
541,541,8,right_head,0,0.49058879075793016,0.2709696997042687
542,542,8,right_head,4,0.4722182331629229,0.2288289895279311
543,543,8,right_head,5,0.46180413538017395,0.23417700808805955
544,544,8,right_head,6,0.44930437154988045,0.2470662374028085
545,545,8,right_head,8,0.42037748871959024,0.2672890115071729
546,546,8,right_head,10,0.47165292704764966,0.32725440113541254
547,547,8,left_arm,11,0.6643108021313544,0.5579553339014226
548,548,8,left_arm,13,0.700000081063861,0.9231725097069476
549,549,8,left_arm,15,0.6745103499312737,1.196934311545474
550,550,8,left_arm,17,0.6692702089744651,1.3028718438846243
551,551,8,left_arm,19,0.6655490792381592,1.2845165393020423
552,552,8,left_arm,21,0.6571806061429064,1.2364652471441528
553,553,8,left_arm,23,0.5731831397271017,1.1892286798029026
554,554,8,right_arm,12,0.31981159961933797,0.536819015791477
555,555,8,right_arm,14,0.24640678393459534,0.8918702161308151
556,556,8,right_arm,16,0.2912783220130513,1.1397486632180172
557,557,8,right_arm,18,0.2959985246431409,1.216365759663029
558,558,8,right_arm,20,0.33645436330735473,1.2025068267343317
559,559,8,right_arm,22,0.3332767309449146,1.156568373457757
560,560,8,right_arm,24,0.3674867745690005,1.16711481411269
561,561,8,left_hand,0,,
562,562,8,left_hand,1,,
563,563,8,left_hand,2,,
564,564,8,left_hand,3,,
565,565,8,left_hand,4,,
566,566,8,left_hand,5,,
567,567,8,left_hand,6,,
568,568,8,left_hand,7,,
569,569,8,left_hand,8,,
570,570,8,left_hand,9,,
571,571,8,left_hand,10,,
572,572,8,left_hand,11,,
573,573,8,left_hand,12,,
574,574,8,left_hand,13,,
575,575,8,left_hand,14,,
576,576,8,left_hand,15,,
577,577,8,left_hand,16,,
578,578,8,left_hand,17,,
579,579,8,left_hand,18,,
580,580,8,left_hand,19,,
581,581,8,left_hand,20,,
582,582,8,right_hand,0,,
583,583,8,right_hand,1,,
584,584,8,right_hand,2,,
585,585,8,right_hand,3,,
586,586,8,right_hand,4,,
587,587,8,right_hand,5,,
588,588,8,right_hand,6,,
589,589,8,right_hand,7,,
590,590,8,right_hand,8,,
591,591,8,right_hand,9,,
592,592,8,right_hand,10,,
593,593,8,right_hand,11,,
594,594,8,right_hand,12,,
595,595,8,right_hand,13,,
596,596,8,right_hand,14,,
597,597,8,right_hand,15,,
598,598,8,right_hand,16,,
599,599,8,right_hand,17,,
600,600,8,right_hand,18,,
601,601,8,right_hand,19,,
602,602,8,right_hand,20,,
603,603,9,left_head,1,0.527308037938091,0.23938616687658104
604,604,9,left_head,2,0.5360152246695886,0.23534429047805702
605,605,9,left_head,3,0.5423006136120441,0.24660513516846289
606,606,9,left_head,7,0.5751279214323088,0.27730110243555395
607,607,9,left_head,9,0.5165411407490181,0.3381453786033127
608,608,9,right_head,0,0.502355893666126,0.2655961711861832
609,609,9,right_head,4,0.4812996633174739,0.24587134735395716
610,610,9,right_head,5,0.46238459297383805,0.23933639347343405
611,611,9,right_head,6,0.4462233528742206,0.2455640422201523
612,612,9,right_head,8,0.4144296311980387,0.27252297222883215
613,613,9,right_head,10,0.46809656697340213,0.33268499347404074
614,614,9,left_arm,11,0.6569557027778106,0.564242081828673
615,615,9,left_arm,13,0.699915371788689,0.9157861769134669
616,616,9,left_arm,15,0.6815992662137123,1.2003696823213903
617,617,9,left_arm,17,0.6809933702757521,1.2899952731143796
618,618,9,left_arm,19,0.669390733618067,1.2673391691661147
619,619,9,left_arm,21,0.661098385315188,1.223407723744319
620,620,9,left_arm,23,0.574706244954029,1.1677404257480373
621,621,9,right_arm,12,0.3161019026202619,0.543185158101844
622,622,9,right_arm,14,0.2554619256206781,0.8863627356193744
623,623,9,right_arm,16,0.29231983555464464,1.1123294529621994
624,624,9,right_arm,18,0.2964783018303967,1.2171924649678862
625,625,9,right_arm,20,0.3179484738856948,1.1764162527577517
626,626,9,right_arm,22,0.316568713315361,1.1497678130041822
627,627,9,right_arm,24,0.35384571574420476,1.160304105792358
628,628,9,left_hand,0,,
629,629,9,left_hand,1,,
630,630,9,left_hand,2,,
631,631,9,left_hand,3,,
632,632,9,left_hand,4,,
633,633,9,left_hand,5,,
634,634,9,left_hand,6,,
635,635,9,left_hand,7,,
636,636,9,left_hand,8,,
637,637,9,left_hand,9,,
638,638,9,left_hand,10,,
639,639,9,left_hand,11,,
640,640,9,left_hand,12,,
641,641,9,left_hand,13,,
642,642,9,left_hand,14,,
643,643,9,left_hand,15,,
644,644,9,left_hand,16,,
645,645,9,left_hand,17,,
646,646,9,left_hand,18,,
647,647,9,left_hand,19,,
648,648,9,left_hand,20,,
649,649,9,right_hand,0,,
650,650,9,right_hand,1,,
651,651,9,right_hand,2,,
652,652,9,right_hand,3,,
653,653,9,right_hand,4,,
654,654,9,right_hand,5,,
655,655,9,right_hand,6,,
656,656,9,right_hand,7,,
657,657,9,right_hand,8,,
658,658,9,right_hand,9,,
659,659,9,right_hand,10,,
660,660,9,right_hand,11,,
661,661,9,right_hand,12,,
662,662,9,right_hand,13,,
663,663,9,right_hand,14,,
664,664,9,right_hand,15,,
665,665,9,right_hand,16,,
666,666,9,right_hand,17,,
667,667,9,right_hand,18,,
668,668,9,right_hand,19,,
669,669,9,right_hand,20,,
670,670,10,left_head,1,0.5106304123761162,0.23618742539950044
671,671,10,left_head,2,0.5524994704420517,0.24272969169966008
