Unnamed: 0,frame,type,index,x,y
153,2,left_arm,14,0.5768406511886883,0.822711781333352
154,2,left_arm,16,0.4769668390431616,1.0169530778685132
155,2,left_arm,18,0.4405961294858194,1.0939588437724421
156,2,left_arm,20,0.42242483635876826,1.0608750548330848
157,2,left_arm,22,0.42732594870641494,1.0333230531601971
158,2,left_arm,24,0.4058021409138105,1.0300246261789057
159,2,left_hand,0,,
160,2,left_hand,1,,
161,2,left_hand,2,,
162,2,left_hand,3,,
163,2,left_hand,4,,
164,2,left_hand,5,,
165,2,left_hand,6,,
166,2,left_hand,7,,
167,2,left_hand,8,,
168,2,left_hand,9,,
169,2,left_hand,10,,
170,2,left_hand,11,,
171,2,left_hand,12,,
172,2,left_hand,13,,
173,2,left_hand,14,,
174,2,left_hand,15,,
175,2,left_hand,16,,
176,2,left_hand,17,,
177,2,left_hand,18,,
178,2,left_hand,19,,
179,2,left_hand,20,,
180,2,right_hand,0,,
181,2,right_hand,1,,
182,2,right_hand,2,,
183,2,right_hand,3,,
184,2,right_hand,4,,
185,2,right_hand,5,,
186,2,right_hand,6,,
187,2,right_hand,7,,
188,2,right_hand,8,,
189,2,right_hand,9,,
190,2,right_hand,10,,
191,2,right_hand,11,,
192,2,right_hand,12,,
193,2,right_hand,13,,
194,2,right_hand,14,,
195,2,right_hand,15,,
196,2,right_hand,16,,
197,2,right_hand,17,,
198,2,right_hand,18,,
199,2,right_hand,19,,
200,2,right_hand,20,,
201,3,right_head,1,0.5265367750516377,0.18495794631815868
202,3,right_head,2,0.510179463749007,0.19225920493916368
203,3,right_head,3,0.5114320085137649,0.18897661266179647
204,3,right_head,7,0.4776999304872974,0.20525615281266715
205,3,right_head,9,0.5069187301982013,0.2673332684456121
206,3,left_head,0,0.5450334726702695,0.22727336097171216
207,3,left_head,4,0.5603760698528341,0.19540104993118804
208,3,left_head,5,0.5839676850513816,0.2032184859103586
209,3,left_head,6,0.5887334010527795,0.21439034694193568
210,3,left_head,8,0.6075076311115789,0.2502409962444382
211,3,left_head,10,0.5415659751046454,0.27376735918642015
212,3,right_arm,11,0.31742204468500423,0.4107240221563665
213,3,right_arm,13,0.18734473386589037,0.7035585849710683
214,3,right_arm,15,0.12796865346927142,0.935889976374462
215,3,right_arm,17,0.08734650329700153,1.0219818760617
216,3,right_arm,19,0.11180333308856269,1.000443099461275
217,3,right_arm,21,0.1358043464178703,0.982508871163659
218,3,right_arm,23,0.20778523033460525,0.959275853882961
219,3,left_arm,12,0.6160631836697854,0.5106287723604782
220,3,left_arm,14,0.5711083865881552,0.8158806932230364
221,3,left_arm,16,0.48426423949927067,0.9940075626545354
222,3,left_arm,18,0.4489706315811962,1.0693295628840553
223,3,left_arm,20,0.44265034482947085,1.035374549647009
224,3,left_arm,22,0.4468592376468693,1.0108079915090296
225,3,left_arm,24,0.3972467919836856,1.0234970899904
226,3,left_hand,0,,
227,3,left_hand,1,,
228,3,left_hand,2,,
229,3,left_hand,3,,
230,3,left_hand,4,,
231,3,left_hand,5,,
232,3,left_hand,6,,
233,3,left_hand,7,,
234,3,left_hand,8,,
235,3,left_hand,9,,
236,3,left_hand,10,,
237,3,left_hand,11,,
238,3,left_hand,12,,
239,3,left_hand,13,,
240,3,left_hand,14,,
241,3,left_hand,15,,
242,3,left_hand,16,,
243,3,left_hand,17,,
244,3,left_hand,18,,
245,3,left_hand,19,,
246,3,left_hand,20,,
247,3,right_hand,0,,
248,3,right_hand,1,,
249,3,right_hand,2,,
250,3,right_hand,3,,
251,3,right_hand,4,,
252,3,right_hand,5,,
253,3,right_hand,6,,
254,3,right_hand,7,,
255,3,right_hand,8,,
256,3,right_hand,9,,
257,3,right_hand,10,,
258,3,right_hand,11,,
259,3,right_hand,12,,
260,3,right_hand,13,,
261,3,right_hand,14,,
262,3,right_hand,15,,
263,3,right_hand,16,,
264,3,right_hand,17,,
265,3,right_hand,18,,
266,3,right_hand,19,,
267,3,right_hand,20,,
268,4,right_head,1,0.5439471697496135,0.1949399963453696
269,4,right_head,2,0.5277850446496951,0.19097844182153553
270,4,right_head,3,0.510534485635443,0.188272231629922
271,4,right_head,7,0.4709875868457233,0.21079989619764158
272,4,right_head,9,0.4941753983782544,0.2736696940276464
273,4,left_head,0,0.5419428533172465,0.22293130092416893
274,4,left_head,4,0.5728264613929186,0.2011467133551668
275,4,left_head,5,0.5800194619962259,0.21712633451574867
276,4,left_head,6,0.5961143701344788,0.21345639336854286
277,4,left_head,8,0.6125128578668337,0.2503994953987314
278,4,left_head,10,0.5500058742107407,0.28336788779625577
279,4,right_arm,11,0.3203925123792448,0.40170808251720735
280,4,right_arm,13,0.19068388924268734,0.7126297994307884
281,4,right_arm,15,0.11338527260559547,0.9462022663536344
282,4,right_arm,17,0.08658972080654834,1.0267205778755788
283,4,right_arm,19,0.10250211702215137,1.0039545801269754
284,4,right_arm,21,0.12684137617857086,0.9815970054950108
285,4,right_arm,23,0.21883360640844732,0.9785835439962834
286,4,left_arm,12,0.6141198542392682,0.5031037378746873
287,4,left_arm,14,0.5680453520547742,0.8079069672410405
288,4,left_arm,16,0.48585428810631415,1.0008225825715444
289,4,left_arm,18,0.4473098261161421,1.0963382754529303
290,4,left_arm,20,0.4290127432075961,1.0672778387591373
291,4,left_arm,22,0.4429990338372277,1.031541178527289
292,4,left_arm,24,0.40420794594851106,1.016974535485353
293,4,left_hand,0,,
294,4,left_hand,1,,
295,4,left_hand,2,,
296,4,left_hand,3,,
297,4,left_hand,4,,
298,4,left_hand,5,,
299,4,left_hand,6,,
300,4,left_hand,7,,
301,4,left_hand,8,,
302,4,left_hand,9,,
303,4,left_hand,10,,
304,4,left_hand,11,,
305,4,left_hand,12,,
306,4,left_hand,13,,
307,4,left_hand,14,,
308,4,left_hand,15,,
309,4,left_hand,16,,
310,4,left_hand,17,,
311,4,left_hand,18,,
312,4,left_hand,19,,
313,4,left_hand,20,,
314,4,right_hand,0,,
315,4,right_hand,1,,
316,4,right_hand,2,,
317,4,right_hand,3,,
318,4,right_hand,4,,
319,4,right_hand,5,,
320,4,right_hand,6,,
321,4,right_hand,7,,
322,4,right_hand,8,,
323,4,right_hand,9,,
324,4,right_hand,10,,
325,4,right_hand,11,,
326,4,right_hand,12,,
327,4,right_hand,13,,
328,4,right_hand,14,,
329,4,right_hand,15,,
330,4,right_hand,16,,
331,4,right_hand,17,,
332,4,right_hand,18,,
333,4,right_hand,19,,
334,4,right_hand,20,,
335,5,right_head,1,0.5380157084680935,0.18015198644678163
336,5,right_head,2,0.5215305915068024,0.17813583668482388
337,5,right_head,3,0.5128187878796197,0.17796924287956975
338,5,right_head,7,0.4742520150935513,0.20614367586441737
339,5,right_head,9,0.4997700750363423,0.2653041118427817
340,5,left_head,0,0.548484303664843,0.22048293005227707
341,5,left_head,4,0.570358900062508,0.197498228934644
342,5,left_head,5,0.5831030337172791,0.20849040380292835
343,5,left_head,6,0.5933509392625794,0.21037706697452838
344,5,left_head,8,0.6083334087798843,0.2555734664499323
345,5,left_head,10,0.5599832000526606,0.28733943833064124
346,5,right_arm,11,0.31636498853371897,0.40759718499196584
347,5,right_arm,13,0.18637048579484325,0.7151465152959827
348,5,right_arm,15,0.12438459366115442,0.9356028014922609
349,5,right_arm,17,0.09928770066147799,1.0345114836416116
350,5,right_arm,19,0.1185758005569735,1.0110221756273774
351,5,right_arm,21,0.131695560584454,0.984872449227178
352,5,right_arm,23,0.21500297066376725,0.9561131530324731
353,5,left_arm,12,0.6112583406368933,0.5071465880376088
354,5,left_arm,14,0.5676156736759331,0.8063472120927474
355,5,left_arm,16,0.4783842392348754,0.9870813717941481
356,5,left_arm,18,0.4405817855663262,1.0653269143467854
357,5,left_arm,20,0.4281910164213305,1.0431190085034132
358,5,left_arm,22,0.4385111225318169,1.0073668350408969
359,5,left_arm,24,0.4008049350905155,1.026338390097021
360,5,left_hand,0,,
361,5,left_hand,1,,
362,5,left_hand,2,,
363,5,left_hand,3,,
364,5,left_hand,4,,
365,5,left_hand,5,,
366,5,left_hand,6,,
367,5,left_hand,7,,
368,5,left_hand,8,,
369,5,left_hand,9,,
370,5,left_hand,10,,
371,5,left_hand,11,,
372,5,left_hand,12,,
373,5,left_hand,13,,
374,5,left_hand,14,,
375,5,left_hand,15,,
376,5,left_hand,16,,
377,5,left_hand,17,,
378,5,left_hand,18,,
379,5,left_hand,19,,
380,5,left_hand,20,,
381,5,right_hand,0,,
382,5,right_hand,1,,
383,5,right_hand,2,,
384,5,right_hand,3,,
385,5,right_hand,4,,
386,5,right_hand,5,,
387,5,right_hand,6,,
388,5,right_hand,7,,
389,5,right_hand,8,,
390,5,right_hand,9,,
391,5,right_hand,10,,
392,5,right_hand,11,,
393,5,right_hand,12,,
394,5,right_hand,13,,
395,5,right_hand,14,,
396,5,right_hand,15,,
397,5,right_hand,16,,
398,5,right_hand,17,,
399,5,right_hand,18,,
400,5,right_hand,19,,
401,5,right_hand,20,,
402,6,right_head,1,0.5215200813664657,0.18625405347314314
403,6,right_head,2,0.5139793668015871,0.1899650981234525
404,6,right_head,3,0.4999735408227526,0.1889822288773725
405,6,right_head,7,0.4764946826307622,0.20992167842232037
406,6,right_head,9,0.506715694468974,0.2689630025621741
407,6,left_head,0,0.530870740616819,0.2254715934222443
408,6,left_head,4,0.5720497726810382,0.19095352941292434
409,6,left_head,5,0.577006733123097,0.19839364880110635
410,6,left_head,6,0.5823950492848156,0.20601138272711125
411,6,left_head,8,0.602684693623547,0.25301305711584887
412,6,left_head,10,0.5602705788719134,0.27904454710035775
413,6,right_arm,11,0.3218178410284218,0.4118401281544287
414,6,right_arm,13,0.18648177552997988,0.7141319756860486
415,6,right_arm,15,0.13169334796175872,0.9410114766555843
416,6,right_arm,17,0.10068325545645221,1.0118887957981253
417,6,right_arm,19,0.11568402556737492,1.0073045272285637
418,6,right_arm,21,0.13578804221664262,0.9781012794342169
419,6,right_arm,23,0.21351604975499514,0.9620314739817782
420,6,left_arm,12,0.6104106644261711,0.50068477171701
421,6,left_arm,14,0.561934196614925,0.8097110146775152
422,6,left_arm,16,0.46362368750398864,1.0003603686856115
423,6,left_arm,18,0.43465785232716636,1.074956178766612
424,6,left_arm,20,0.42005132323439864,1.053766230724311
425,6,left_arm,22,0.4312778164544111,1.0197973458408118
426,6,left_arm,24,0.3967071950456106,1.0231846011075707
427,6,left_hand,0,,
428,6,left_hand,1,,
429,6,left_hand,2,,
430,6,left_hand,3,,
431,6,left_hand,4,,
432,6,left_hand,5,,
433,6,left_hand,6,,
434,6,left_hand,7,,
435,6,left_hand,8,,
436,6,left_hand,9,,
437,6,left_hand,10,,
438,6,left_hand,11,,
439,6,left_hand,12,,
440,6,left_hand,13,,
441,6,left_hand,14,,
442,6,left_hand,15,,
443,6,left_hand,16,,
444,6,left_hand,17,,
445,6,left_hand,18,,
446,6,left_hand,19,,
447,6,left_hand,20,,
448,6,right_hand,0,,
449,6,right_hand,1,,
450,6,right_hand,2,,
451,6,right_hand,3,,
452,6,right_hand,4,,
453,6,right_hand,5,,
454,6,right_hand,6,,
455,6,right_hand,7,,
456,6,right_hand,8,,
457,6,right_hand,9,,
458,6,right_hand,10,,
459,6,right_hand,11,,
460,6,right_hand,12,,
461,6,right_hand,13,,
462,6,right_hand,14,,
463,6,right_hand,15,,
464,6,right_hand,16,,
465,6,right_hand,17,,
466,6,right_hand,18,,
467,6,right_hand,19,,
468,6,right_hand,20,,
469,7,right_head,1,0.5358060646941026,0.1907291081152204
470,7,right_head,2,0.5236933190831317,0.1861647325760736
471,7,right_head,3,0.5138736616568541,0.18736605310199314
472,7,right_head,7,0.4725651308947846,0.19758122561698002
473,7,right_head,9,0.507923482057966,0.2575958491580289
474,7,left_head,0,0.548000116983905,0.2313170682282357
475,7,left_head,4,0.5725588670085537,0.1954983779217299
476,7,left_head,5,0.5897619290482735,0.20454156015136518
477,7,left_head,6,0.5974158350687339,0.21790553809523153
478,7,left_head,8,0.6123161713818653,0.24883592484949982
479,7,left_head,10,0.5515062196435083,0.2823923701828276
480,7,right_arm,11,0.321787088790893,0.4095344711914497
481,7,right_arm,13,0.19046669255467216,0.7158558352742589
482,7,right_arm,15,0.1295226916713819,0.9438129274276844
483,7,right_arm,17,0.09585628462439164,1.0278583679088442
484,7,right_arm,19,0.11742343811973319,1.0132616011600046
485,7,right_arm,21,0.13677970644947737,0.9854097074917751
486,7,right_arm,23,0.21336597064271326,0.9671816853915436
487,7,left_arm,12,0.6123443176626366,0.5003366127898767
488,7,left_arm,14,0.5613168876036914,0.8248701305252116
489,7,left_arm,16,0.4710181345569828,1.0068700630035925
490,7,left_arm,18,0.4272163424801111,1.0927256940117622
491,7,left_arm,20,0.41553370225655173,1.0676629835730986
492,7,left_arm,22,0.42126025684311463,1.0307376117181628
493,7,left_arm,24,0.40751197048117116,1.0323461909619631
494,7,left_hand,0,,
495,7,left_hand,1,,
496,7,left_hand,2,,
497,7,left_hand,3,,
498,7,left_hand,4,,
499,7,left_hand,5,,
500,7,left_hand,6,,
501,7,left_hand,7,,
502,7,left_hand,8,,
503,7,left_hand,9,,
504,7,left_hand,10,,
505,7,left_hand,11,,
506,7,left_hand,12,,
507,7,left_hand,13,,
508,7,left_hand,14,,
509,7,left_hand,15,,
510,7,left_hand,16,,
511,7,left_hand,17,,
512,7,left_hand,18,,
513,7,left_hand,19,,
514,7,left_hand,20,,
515,7,right_hand,0,,
516,7,right_hand,1,,
517,7,right_hand,2,,
518,7,right_hand,3,,
519,7,right_hand,4,,
520,7,right_hand,5,,
521,7,right_hand,6,,
522,7,right_hand,7,,
523,7,right_hand,8,,
524,7,right_hand,9,,
525,7,right_hand,10,,
526,7,right_hand,11,,
527,7,right_hand,12,,
528,7,right_hand,13,,
529,7,right_hand,14,,
530,7,right_hand,15,,
531,7,right_hand,16,,
532,7,right_hand,17,,
533,7,right_hand,18,,
534,7,right_hand,19,,
535,7,right_hand,20,,
536,8,right_head,1,0.5252766347302995,0.18962409744826433
537,8,right_head,2,0.5161578161324706,0.1907931727258306
538,8,right_head,3,0.5022948736270108,0.1836298435864903
539,8,right_head,7,0.47326044701732173,0.2052893685435456
540,8,right_head,9,0.5082558076048237,0.26776875184851556
541,8,left_head,0,0.5388400384912121,0.220668653444022
542,8,left_head,4,0.5647410838256166,0.19616353922826543
543,8,left_head,5,0.579682952936021,0.20921955842152742
544,8,left_head,6,0.6017374562228843,0.2149841728862331
545,8,left_head,8,0.6108860011116841,0.25015886763998363
546,8,left_head,10,0.5521943566367814,0.27671928895474196
547,8,right_arm,11,0.32666517503825077,0.41962876734692633
548,8,right_arm,13,0.1919675632255892,0.7146393702591597
549,8,right_arm,15,0.13910724339095767,0.9484487205858724
550,8,right_arm,17,0.10914613441404228,1.031255517808056
551,8,right_arm,19,0.12516579172214556,1.0091763225795747
552,8,right_arm,21,0.14458887376599125,0.9865479376281413
553,8,right_arm,23,0.21305583062981623,0.9643226844818874
554,8,left_arm,12,0.6163494565878945,0.5019011739747504
555,8,left_arm,14,0.5729464931595646,0.8147604497828375
556,8,left_arm,16,0.47238747680258875,1.010808355509454
557,8,left_arm,18,0.4266353617937133,1.0866613731782453
558,8,left_arm,20,0.41166538022472265,1.0501155408168754
559,8,left_arm,22,0.425853707701229,1.022767057357628
560,8,left_arm,24,0.4054263289810208,1.0152575585856962
561,8,left_hand,0,,
562,8,left_hand,1,,
563,8,left_hand,2,,
564,8,left_hand,3,,
565,8,left_hand,4,,
566,8,left_hand,5,,
567,8,left_hand,6,,
568,8,left_hand,7,,
569,8,left_hand,8,,
570,8,left_hand,9,,
571,8,left_hand,10,,
572,8,left_hand,11,,
573,8,left_hand,12,,
574,8,left_hand,13,,
575,8,left_hand,14,,
576,8,left_hand,15,,
577,8,left_hand,16,,
578,8,left_hand,17,,
579,8,left_hand,18,,
580,8,left_hand,19,,
581,8,left_hand,20,,
582,8,right_hand,0,,
583,8,right_hand,1,,
584,8,right_hand,2,,
585,8,right_hand,3,,
586,8,right_hand,4,,
587,8,right_hand,5,,
588,8,right_hand,6,,
589,8,right_hand,7,,
590,8,right_hand,8,,
591,8,right_hand,9,,
592,8,right_hand,10,,
593,8,right_hand,11,,
594,8,right_hand,12,,
595,8,right_hand,13,,
596,8,right_hand,14,,
597,8,right_hand,15,,
598,8,right_hand,16,,
599,8,right_hand,17,,
600,8,right_hand,18,,
601,8,right_hand,19,,
602,8,right_hand,20,,
603,9,right_head,1,0.53113492849738,0.19453772131378191
604,9,right_head,2,0.5246019695872135,0.1883908095284839
605,9,right_head,3,0.5089841066613054,0.18818152695174897
606,9,right_head,7,0.47637937978172495,0.20581077609354406
607,9,right_head,9,0.5039836107310257,0.26904418266645924
608,9,left_head,0,0.5392751627194096,0.22080636679922935
609,9,left_head,4,0.570483387126016,0.2044618521206115
610,9,left_head,5,0.5795601490165811,0.2079872963515426
611,9,left_head,6,0.591041785990595,0.2101623087384283
612,9,left_head,8,0.6111920957414494,0.24866314274407128
613,9,left_head,10,0.5483203965163645,0.2766424932861873
614,9,right_arm,11,0.3177456412628623,0.4043745591312753
615,9,right_arm,13,0.19762328149307143,0.7066308243486651
616,9,right_arm,15,0.13676730941891987,0.9374120558169129
617,9,right_arm,17,0.10543992895503815,1.0182843489071693
618,9,right_arm,19,0.12184561821100373,1.0037255266464913
619,9,right_arm,21,0.13925451953866289,0.9746151009724695
620,9,right_arm,23,0.21726858059502432,0.9512232064373526
621,9,left_arm,12,0.6042190040506202,0.497795132850391
622,9,left_arm,14,0.5669002751917267,0.8064767559900132
623,9,left_arm,16,0.47710567868765175,0.989518891424198
624,9,left_arm,18,0.44309040621631757,1.067336374456133
625,9,left_arm,20,0.4381675802841378,1.0400780158280336
626,9,left_arm,22,0.4425402285652762,1.0070238077444251
627,9,left_arm,24,0.395579384282299,1.0176095400256042
628,9,left_hand,0,,
629,9,left_hand,1,,
630,9,left_hand,2,,
631,9,left_hand,3,,
632,9,left_hand,4,,
633,9,left_hand,5,,
634,9,left_hand,6,,
635,9,left_hand,7,,
636,9,left_hand,8,,
637,9,left_hand,9,,
638,9,left_hand,10,,
639,9,left_hand,11,,
640,9,left_hand,12,,
641,9,left_hand,13,,
642,9,left_hand,14,,
643,9,left_hand,15,,
644,9,left_hand,16,,
645,9,left_hand,17,,
646,9,left_hand,18,,
647,9,left_hand,19,,
648,9,left_hand,20,,
649,9,right_hand,0,,
650,9,right_hand,1,,
651,9,right_hand,2,,
652,9,right_hand,3,,
653,9,right_hand,4,,
654,9,right_hand,5,,
655,9,right_hand,6,,
656,9,right_hand,7,,
657,9,right_hand,8,,
658,9,right_hand,9,,
659,9,right_hand,10,,
660,9,right_hand,11,,
661,9,right_hand,12,,
662,9,right_hand,13,,
663,9,right_hand,14,,
664,9,right_hand,15,,
665,9,right_hand,16,,
666,9,right_hand,17,,
667,9,right_hand,18,,
668,9,right_hand,19,,
669,9,right_hand,20,,
670,10,right_head,1,0.520774256359801,0.18027647894871643
671,10,right_head,2,0.5213318058830264,0.17711273828915927
672,10,right_head,3,0.5021802313253039,0.18080661243280102
673,10,right_head,7,0.47719069796680436,0.21759235198770063
674,10,right_head,9,0.501260750999769,0.2670639386083885
675,10,left_head,0,0.5301895624310422,0.21786289470735984
676,10,left_head,4,0.5715393292245738,0.19560115475830878
677,10,left_head,5,0.5850357051885685,0.19949695837284168
678,10,left_head,6,0.5883292759979829,0.21051640729441665
679,10,left_head,8,0.6077145940842227,0.2556585059356915
680,10,left_head,10,0.5455961059747475,0.27589622108302625
681,10,right_arm,11,0.31961431982484156,0.41097748516630084
682,10,right_arm,13,0.19290714825859098,0.7146828999804659
683,10,right_arm,15,0.12507353006148633,0.9300563878820215
684,10,right_arm,17,0.08741324115883728,1.0124234744637548
685,10,right_arm,19,0.11320683963906827,1.009662215282375
686,10,right_arm,21,0.13377145913594743,0.9813240686206962
687,10,right_arm,23,0.22022088935784065,0.9625716450917633
688,10,left_arm,12,0.6182561848434031,0.5053389084548496
689,10,left_arm,14,0.5735879470962357,0.8020604381503637
690,10,left_arm,16,0.47905199775745144,0.9891081100625566
691,10,left_arm,18,0.4377490385043167,1.068022040771338
692,10,left_arm,20,0.4351204007845778,1.0433167280814617
693,10,left_arm,22,0.43858896809704306,1.0054720748723176
694,10,left_arm,24,0.3983664260957114,1.0228129765668676
695,10,left_hand,0,,
696,10,left_hand,1,,
697,10,left_hand,2,,
698,10,left_hand,3,,
699,10,left_hand,4,,
700,10,left_hand,5,,
701,10,left_hand,6,,
702,10,left_hand,7,,
703,10,left_hand,8,,
704,10,left_hand,9,,
705,10,left_hand,10,,
706,10,left_hand,11,,
707,10,left_hand,12,,
708,10,left_hand,13,,
709,10,left_hand,14,,
710,10,left_hand,15,,
711,10,left_hand,16,,
712,10,left_hand,17,,
713,10,left_hand,18,,
714,10,left_hand,19,,
715,10,left_hand,20,,
716,10,right_hand,0,,
717,10,right_hand,1,,
718,10,right_hand,2,,
719,10,right_hand,3,,
720,10,right_hand,4,,
721,10,right_hand,5,,
722,10,right_hand,6,,
723,10,right_hand,7,,
724,10,right_hand,8,,
725,10,right_hand,9,,
726,10,right_hand,10,,
727,10,right_hand,11,,
728,10,right_hand,12,,
729,10,right_hand,13,,
730,10,right_hand,14,,
731,10,right_hand,15,,
732,10,right_hand,16,,
733,10,right_hand,17,,
734,10,right_hand,18,,
735,10,right_hand,19,,
736,10,right_hand,20,,
737,11,right_head,1,0.5349383260168126,0.19011763076299795
738,11,right_head,2,0.5108166311311845,0.18771481665503578
739,11,right_head,3,0.510014081607926,0.18593610346106806
740,11,right_head,7,0.4752275453064989,0.2047061352649349
741,11,right_head,9,0.4967604511930346,0.2661495180434337
